timestamp,s1_vv_db,s1_vh_db,s2_cloud_cover_pct,s2_b04_red,s2_b08_nir,dem_elevation_m,ndvi
2026-08-01 00:00:00.000000000,-14.254598811526375,-16.10762917071893,69.50202923669917,0.05988675666382,0.5079831343814756,18.5,0.789082824752041
2026-08-02 02:07:03.529411764,-8.49285693590084,-21.649248539092923,17.884411338075516,0.08566126768570076,0.2805703346641165,18.5,0.5322016607191709
2026-08-03 04:14:07.058823529,-10.68006058188595,-23.925606745929777,0.4969905411242159,0.14088818216688778,0.3591195218855634,18.5,0.43645595447821933
2026-08-04 06:21:10.588235294,-12.013415158029634,-17.473436708366275,73.39152856093507,0.05660770647865959,0.2962810591413663,18.5,0.6791753549921047
2026-08-05 08:28:14.117647058,-16.439813595575636,-20.158322568864385,63.61716094628554,0.03231678557260688,0.2911489582007897,18.5,0.8001841852208849
2026-08-06 10:35:17.647058823,-16.440054796637973,-23.65757941670743,65.61064512368885,0.06636023246620289,0.2118038231534505,18.5,0.5228698235767721
2026-08-07 12:42:21.176470588,-17.419163878318006,-19.55305398877603,69.41433120173512,0.0457954059606407,0.39506058687356704,18.5,0.7922432417614297
2026-08-08 14:49:24.705882352,-9.338238542250648,-24.621726267732598,6.664018656068133,0.16875162437481167,0.3608572874332357,18.5,0.36273117535463834
2026-08-09 16:56:28.235294117,-11.988849882567912,-14.997475577133397,32.261915568984534,0.1492992607303067,0.2164732003999966,18.5,0.18364952752897318
2026-08-10 19:03:31.764705882,-10.919274222039546,-22.153420202399815,10.428215357261674,0.12134460104166776,0.28916686855571566,18.5,0.40881261534213065
2026-08-11 21:10:35.294117647,-17.794155057041976,-17.7122548721062,77.67930832880342,0.15943369443003483,0.4906450835093292,18.5,0.5094942341129431
2026-08-12 23:17:38.823529411,-8.300901478380057,-21.57117816301648,56.096831414480214,0.1485875323038583,0.2766598050134312,18.5,0.3011712513416972
2026-08-14 01:24:42.352941176,-9.675573591995782,-19.27925176704408,29.780822236738427,0.049851209421765734,0.2463663590691914,18.5,0.663414903608004
2026-08-15 03:31:45.882352941,-15.876608893217238,-18.986186927223926,5.720251525742127,0.16280943975839643,0.35662488328882014,18.5,0.37312791036491805
2026-08-16 05:38:49.411764705,-16.181750327928995,-22.966600989219202,27.9884089544096,0.10629475870650412,0.5154081453153923,18.5,0.6580528801816231
2026-08-17 07:45:52.941176470,-16.16595490146566,-14.334569094589856,29.266498982407235,0.14919042482625,0.27745768688368017,18.5,0.3006394697104311
2026-08-18 09:52:56.470588235,-14.957577570404624,-16.47353894302774,65.66455605042577,0.1633746079877589,0.41508337516988114,18.5,0.43513751129877154
2026-08-19 12:00:00.000000000,-12.752435683677621,-14.66551164279392,57.38017242196918,0.07088055599549822,0.4437182769051896,18.5,0.7245211163967896
2026-08-20 14:07:03.529411764,-13.680549813578843,-15.156899145295863,79.84914683186939,0.03760830792442828,0.2760440140775679,18.5,0.7601911078841692
2026-08-21 16:14:07.058823529,-15.087708598019582,-18.423100233078063,42.49934326457544,0.05646962600671067,0.4330292315557951,18.5,0.7692757597519014
2026-08-22 18:21:10.588235294,-11.881471052776206,-14.859383414745714,10.763482134447154,0.08833724618020102,0.31769060247016107,18.5,0.5648709985099086
2026-08-23 20:28:14.117647058,-16.60506139347958,-24.026582477428885,64.19203085006956,0.1508823625475989,0.40233786578994546,18.5,0.4545305655181544
2026-08-24 22:35:17.647058823,-15.078553514647819,-22.844188513389405,68.47065437552077,0.15771689332101493,0.40272950744348635,18.5,0.43717403446297687
2026-08-26 00:42:21.176470588,-14.336381567063082,-24.50249982198408,50.51494778125466,0.02111234088499051,0.3714478989039227,18.5,0.8924377012998411
2026-08-27 02:49:24.705882353,-13.43930015782964,-21.421366361604093,69.38704619591049,0.10171956841241052,0.22889272641741068,18.5,0.3846594938958972
2026-08-28 04:56:28.235294117,-10.148240386069864,-20.7245498134157,44.44160367279517,0.08678576050380464,0.46729679858855616,18.5,0.686740688441925
2026-08-29 07:03:31.764705882,-16.003262178416403,-22.015160650487147,47.045954644379464,0.05553724967531684,0.3026496207909555,18.5,0.6898979038342705
2026-08-30 09:10:35.294117647,-12.857655615863884,-15.883887399328778,38.47869165226947,0.03917845877338925,0.25968592332795337,18.5,0.7378178122269241
2026-08-31 11:17:38.823529411,-12.075854311379576,-21.075713406370518,2.2877214069685667,0.07401842742458048,0.21304804529752447,18.5,0.484311583148659
2026-09-01 13:24:42.352941176,-17.535495872800023,-21.90972039343881,9.7102284293974,0.17086555262600306,0.38908574182023736,18.5,0.3897128042360211
2026-09-02 15:31:45.882352941,-11.924551480985617,-19.03034308525927,2.8286267118060824,0.07171246912332084,0.4168205957895304,18.5,0.7064171321295784
2026-09-03 17:38:49.411764706,-16.294758763127085,-23.44983352527761,57.27693701374024,0.10300649947893858,0.20530810525691398,18.5,0.331809146263512
2026-09-04 19:45:52.941176470,-17.349484070147206,-16.175833211705566,28.2920382968694,0.13248303342322845,0.3638697786557699,18.5,0.4661739383793689
2026-09-05 21:52:56.470588235,-8.511144627466667,-24.17994291952252,45.77136220482325,0.07818073638068704,0.27247864806334016,18.5,0.5540930039294791
2026-09-07 00:00:00.000000000,-8.343679669254406,-14.144243697394309,81.68098265334837,0.1754851332353537,0.406455292931024,18.5,0.3968965710411663
