timestamp,s1_vv_db,s1_vh_db,s2_cloud_cover_pct,s2_b04_red,s2_b08_nir,dem_elevation_m,ndvi,optical_qc_pass,ndvi_masked,s1_vv_lee,s1_vv_normalized,s1_vv_lee_zscore,s1_vh_db_zscore,dem_elevation_m_zscore,ndvi_minmax
2026-08-01 00:00:00.000000000,-14.254598811526375,-16.10762917071893,69.50202923669917,0.05988675666382,0.5079831343814756,18.5,0.789082824752041,False,,-13.408288608205678,0.04630178688636147,0.046301765814325505,1.0408989558720445,0.0,
2026-08-02 02:07:03.529411764,-8.49285693590084,-21.649248539092923,17.884411338075516,0.08566126768570076,0.2805703346641165,18.5,0.5322016607191709,True,0.5322016607191709,-9.837571761882327,1.6713429154688564,1.6713421548373477,-0.5883805481529666,0.0,0.5951774678700662
2026-08-03 04:14:07.058823529,-10.68006058188595,-23.925606745929777,0.4969905411242159,0.14088818216688778,0.3591195218855634,18.5,0.43645595447821933,True,0.43645595447821933,-10.47115321667999,1.3829985950802277,1.3829979656747968,-1.2576476925881581,0.0,0.43168488936151694
2026-08-04 06:21:10.588235294,-12.013415158029634,-17.473436708366275,73.39152856093507,0.05660770647865959,0.2962810591413663,18.5,0.6791753549921047,False,,-12.518118728013247,0.4514200667711219,0.45141986132894524,0.639340840886492,0.0,
2026-08-05 08:28:14.117647058,-16.439813595575636,-20.158322568864385,63.61716094628554,0.03231678557260688,0.2911489582007897,18.5,0.8001841852208849,False,,-15.596353230561336,-0.9494912586992746,-0.9494908265839009,-0.1500366338857708,0.0,
2026-08-06 10:35:17.647058823,-16.440054796637973,-23.65757941670743,65.61064512368885,0.06636023246620289,0.2118038231534505,18.5,0.5228698235767721,False,,-16.754803973327274,-1.476704752082254,-1.4767040800309634,-1.1788455582314161,0.0,
2026-08-07 12:42:21.176470588,-17.419163878318006,-19.55305398877603,69.41433120173512,0.0457954059606407,0.39506058687356704,18.5,0.7922432417614297,False,,-16.48446833145768,-1.353674403985015,-1.3536737879250824,0.02791706997130847,0.0,
2026-08-08 14:49:24.705882352,-9.338238542250648,-24.621726267732598,6.664018656068133,0.16875162437481167,0.3608572874332357,18.5,0.36273117535463834,True,0.36273117535463834,-10.552271727197493,1.346081381659616,1.346080769055283,-1.4623122849810877,0.0,0.30579460443788736
2026-08-09 16:56:28.235294117,-11.988849882567912,-14.997475577133397,32.261915568984534,0.1492992607303067,0.2164732003999966,18.5,0.18364952752897318,True,0.18364952752897318,-10.95888031539098,1.1610329145066864,1.1610323861182814,1.3672928086637313,0.0,0.0
2026-08-10 19:03:31.764705882,-10.919274222039546,-22.153420202399815,10.428215357261674,0.12134460104166776,0.28916686855571566,18.5,0.40881261534213065,True,0.40881261534213065,-11.949769935685529,0.7100768582956931,0.7100765351382925,-0.7366109665436725,0.0,0.3844819288175547
